"","size","NSOIL","width","height","Latitude","Longitude","Date","TG","Albedo","ST10","ST40","ST100","ST200","SM10","SM40","SM100","SM200","Wind","IR_em_G","IR_em_C","P","TAIR","QAIR","RHOAIR","TV","TAH","IR_em_S","Cloud_cover"
"y",1048576,4,1024,1024,31.3523821970586,35.3573221847061,2021-05-31,325.52,25.7499980926514,297.717590332031,302.723663330078,301.012878417969,298.960418701172,0.129489994049072,0.281230010986328,0.283138326009115,0.287077758789062,0.405590176582336,0.95,0.95,103931.2,307.64,0.00762751838192344,0.0117688106801677,307.64,307.64,0.917976434258974,0.190404391841567
