"map","Date","TG","Albedo","ST10","ST40","ST100","ST200","SM10","SM40","SM100","SM200","Wind","Pressure","TAIR","QAIR","Cloud_cover","RHOAIR","TV","TAH","SKYEMISS"
"Zeelim_31.05.21_1516",2021-05-31 13:16:00,321.5,25.7499980926514,315.55029296875,302.894195556641,301.026397705078,299.006744384766,0.129139995574951,0.281246668497721,0.283141657511393,0.287060668945313,2.874,1036.137,310.55,0.0118784676454287,0.201012159990346,1.16229156600047,310.55,310.55,0.831799168153974
