,Zone,Flight,Station_ME,ERA5_ME,Station_MAE,ERA5_MAE
196,Med,Alona_25.11.19_1100_1,-0.16170252535882004,0.7637681150403709,1.749043822593349,2.6512876279026503
197,Des,Zeelim_23.9.19_1610_4,1.129930136438174,-7.410932526686915,1.5924091383526775,7.4128009263828725
198,Des,Zeelim_30.1.20_1523_5,0.875744057201987,-6.561045972655951,1.4536188385060391,6.561045972655951
199,Med,Alona_13.12.20_1415_1,7.022047184737632,12.966224979587983,7.022208751871565,12.966224979587983
200,Des,Zeelim_31.05.21_1712_5,3.4120382608759563,-2.4481644173351094,3.6322323356193573,2.4481644173351094
201,Des,Zeelim_12.04.21_1118_4,3.5496658868813156,-11.874778259911576,4.493063295418312,11.874778259911576
202,Med,Yokneam_04.04.21_0933_1,5.274399292421595,0.2739725260559011,5.28094804628498,2.1211067359722993
203,Des,Zeelim_30.1.20_0810_1,2.207374608741881,-6.056633590352336,2.399263402707253,6.056633590352336
204,Des,Zeelim_23.9.19_1730_4,0.8384543577203778,2.200115562323135,1.0041815067311042,4.259254777952144
205,Des,Zeelim_30.1.20_1350_3,1.1513331853182136,-3.8227252810829024,1.777210464037474,3.959778300428109
206,Des,Zeelim_18.9.19_1200_5,-6.297431820250452,-15.277318651302783,6.413970639987194,15.277318651302783
207,Med,Alona_3.7.19_0730_5,2.0000528945465392,-2.3231303477074494,3.30306620174798,2.987773319877953
208,Med,Alona_2.7.19_1245_2,-4.632258318674326,-6.784676989951063,5.515755280891099,7.367543907923607
209,Des,Zeelim_30.1.20_1350_1,-0.3826089111289166,-5.360383233366527,1.889787322402402,5.567262377495577
210,Med,Alona_2.7.19_1840_5,1.146211832917838,1.0924981931213529,1.4965984266917884,4.019395304975303
211,Des,Zeelim_30.1.20_0810_3,0.7080040473865108,-6.997706514465823,1.712655661505887,6.997706514465823
212,Med,Alona_13.12.20_1554_2,3.67086683237334,14.206278354354607,3.67086683237334,14.206278354354607
213,Des,Zeelim_31.05.21_0819_2,3.0588088483275637,-6.073027744808265,3.113299731128098,6.073027744808265
214,Des,Zeelim_18.9.19_1300_2,-6.261527762956949,-14.726934626192541,6.3955069205736885,14.726934626192541
215,Med,Yokneam_04.04.21_0933_3,13.506447905395088,1.4138528416061389,13.509049658105821,2.318214713503247
216,Med,Alona_25.11.19_0900_5,1.0382725169858047,-2.4816826453411953,1.7496671861708861,3.087060061041679
217,Des,Mishmar_3.3.20_0910_4,0.4873708711802818,-3.6618648150116098,1.4018132636761058,3.809212772629328
218,Med,Alona_13.12.20_1415_3,4.447235085322163,13.224782430089146,4.447639923646118,13.224782430089146
219,Med,Alona_12.9.19_1330_4,-0.30465085051462787,-1.2522666026903349,4.349328760235542,3.798684053611303
220,Med,Alona_20.5.19_1040_2,-2.2474220677337793,-12.64129110796803,4.4017249165775,12.65678785005623
221,Med,Alona_28.1.20_0930_2,2.111931661407417,-1.9530416241587185,2.545992698215598,2.313616729199664
222,Med,Alona_25.11.19_1100_3,-0.2533413605978761,2.066115715220629,2.281508260558053,3.715874215936861
223,Des,Zeelim_23.9.19_0800_5,2.0604002089484577,-8.140646704530072,3.136817793346885,8.151791253305895
224,Des,Zeelim_29.5.19_1650_1,-1.1497344278022938,-7.202511145950427,1.9137994911322587,7.209148399584256
225,Des,Zeelim_23.9.19_0800_4,1.9629754262643444,-8.484539484068412,2.9590634336344634,8.484880276700881
226,Med,Alona_5.6.19_1030_1,-2.187399282411546,-11.238699035531235,4.9402647225952885,11.25038179472485
227,Med,Alona_25.11.19_1100_2,2.1992045170105516,3.8015777394148333,2.566292894973608,4.534657517664497
228,Med,Alona_5.6.19_1600_1,-0.06675264500267261,-2.447618717526574,2.145059370112733,3.1391662383923604
229,Med,Alona_28.1.20_0930_3,2.8144747253339313,-1.330284498607287,3.0163465854501714,2.00261968625981
230,Med,Alona_12.9.19_1330_5,-1.3170552561424278,-2.4101706987467044,4.810431914781159,4.391539301215479
231,Med,Alona_20.5.19_1040_3,-2.24460846207503,-12.365141047675856,4.536174722328734,12.38069902978673
232,Med,Alona_13.12.20_1415_2,6.729869174156221,12.875757150386091,6.730053012892139,12.875757150386091
233,Des,Mishmar_3.3.20_0910_5,3.44143877816965,-0.827088046771145,3.44891708335482,1.6131503218669172
234,Med,Alona_25.11.19_0900_4,1.4382911006550598,-2.3487546435041415,1.805408072080264,3.2403301012204087
235,Med,Yokneam_04.04.21_0933_2,13.867717367278965,4.347324388948934,13.868024298074074,4.414731130102849
236,Des,Zeelim_18.9.19_1300_3,-4.876117377970259,-14.01767514889517,5.070181274060171,14.01767514889517
237,Des,Zeelim_31.05.21_0819_3,4.786283261451529,-5.905934470763923,4.792798406196521,5.905934470763923
238,Med,Alona_13.12.20_1554_3,3.4800690230942903,13.605533568373813,3.4800691708203657,13.605533568373813
239,Des,Zeelim_30.1.20_0810_2,0.9221568496215558,-6.851472508369183,1.8244991815165763,6.851536808851065
240,Med,Alona_2.7.19_1840_4,1.8950787158224218,4.3230296861924895,1.9843210988155937,4.618862444302416
241,Med,Alona_2.7.19_1245_3,-2.0483171465016135,-3.8263438064265776,3.919994577426108,5.117022879799016
242,Des,Zeelim_18.9.19_1200_2,-5.549395048640027,-14.01839588873418,6.005724222376349,14.01839588873418
243,Med,Alona_28.1.20_1700_1,1.5052530775866582,-1.3797948852192061,1.5067524982626308,1.3830547454169113
244,Med,Alona_3.7.19_0730_2,1.6147933885352332,-2.022164096605216,2.5964683863059568,2.583912445329662
245,Des,Zeelim_23.9.19_1730_3,0.7195714354824979,3.52112340063484,0.989975019121518,3.59602297498565
246,Des,Zeelim_30.1.20_1350_4,2.5444596437971683,-3.0259355963758248,3.064771747638724,3.2637227027598157
