"","size","NSOIL","width","height","Latitude","Longitude","Date","TG","Albedo","ST10","ST40","ST100","ST200","SM10","SM40","SM100","SM200","Wind","IR_em_G","IR_em_C","P","TAIR","QAIR","RHOAIR","TV","TAH","IR_em_S","Cloud_cover"
"1",1e+06,4,1000,1000,31.35231590271,35.3534545898438,1559190656,305.190002441406,25.7499980926514,299.67236328125,304.542602539062,301.753814697266,298.216613769531,0.135749995708466,0.26705664396286,0.271096676588058,0.276725977659225,1.21700000762939,0.949999988079071,0.949999988079071,103935.8984375,303.880004882812,0.00986744835972786,1.19149684906006,305.15283203125,304.516418457031,0.812704980373383,0.600915133953094
